Place,Hotel Name,Latitude,Longitude,Rating,Description,Price,Activity
Bengaluru,Serene Bengaluru Haven 236,22.858213,70.983816,3.1,"Restaurant, Spa services, Swimming pool, WiFi, Business center, TV with cable, Free parking",18305.0,"Shopping, Heritage Walks, Cultural Shows"
Mumbai,Cozy Mumbai Villa 293,19.203449,72.76742,4.6,"Swimming pool, Free breakfast, Conference room, Pet-friendly, Business center, Restaurant, Airport shuttle",9908.0,"Cultural Shows, Cave Exploration, Paragliding"
Bengaluru,Heritage Bengaluru Villa 353,14.771633,81.968531,4.5,"Restaurant, Laundry service, Child-friendly, TV with cable, 24/7 Room service, Swimming pool, Airport shuttle, Mini bar",15797.0,"Swimming, Heritage Walks, Kayaking"
Pune,Comfort Pune Resort 391,18.5117,73.904267,4.5,"Child-friendly, Free breakfast, Swimming pool, Coffee maker, Pet-friendly",8333.0,"Paragliding, Rock Garden Visit, Taj Mahal Visit"
Pune,Royal Pune Villa 435,18.54192,73.794296,3.5,"Mini bar, Free parking, Restaurant, Balcony view, Coffee maker, Laundry service, Child-friendly, Gym, Conference room",13444.0,"Taj Mahal Visit, Museum Tours, Desert Safari"
Pune,Luxury Pune Retreat 180,18.596962,73.910904,3.2,"WiFi, Pet-friendly, Gym, Balcony view, Restaurant, Bar",15936.0,"Taj Mahal Visit, Boat Ride on Ganges, Backwater Cruise"
Bengaluru,Comfort Bengaluru Palace 356,33.439208,86.55288,3.9,"Mini bar, Restaurant, AC, Balcony view, Free breakfast, Airport shuttle",17739.0,"Relaxing, Cultural Tours, Street Food Tasting"
Pune,Grand Pune Resort 471,18.436607,73.918647,4.9,"Child-friendly, AC, Swimming pool, Spa services, Laundry service, TV with cable, Pet-friendly, 24/7 Room service, Mini bar, Restaurant",18808.0,"Cultural Tours, Rock Garden Visit, Street Food Tasting"
Bengaluru,Grand Bengaluru Retreat 387,23.474068,85.887178,4.0,"24/7 Room service, Business center, Restaurant, WiFi, Conference room, Laundry service, Spa services",15303.0,"Street Food, Shopping, Street Food Tasting"
Mumbai,Comfort Mumbai Lodge 5,19.181127,72.76055,3.2,"WiFi, Gym, Bar, AC, Coffee maker",15660.0,"Trekking, Fort Visits, Temple Visits"
Bengaluru,Elegant Bengaluru Haven 345,31.150427,79.051546,3.9,"Pet-friendly, Airport shuttle, Coffee maker, Balcony view, Swimming pool, TV with cable, Mini bar, Bar, Conference room",12721.0,"Surfing, Trekking, Boat Ride on Ganges"
Bengaluru,Royal Bengaluru Lodge 408,24.976531,72.385676,4.2,"Balcony view, Restaurant, Swimming pool, Spa services, Free parking, Pet-friendly, Coffee maker, Free breakfast, Child-friendly",16522.0,"Shopping, Cultural Tours, Cave Exploration"
Bengaluru,Serene Bengaluru Palace 41,10.15491,85.442649,3.9,"Child-friendly, Pet-friendly, Bar, Spa services, Free breakfast, Conference room, Restaurant",3075.0,"Camping, Nightlife, Boat Ride on Ganges"
Mumbai,Cozy Mumbai Palace 490,19.186307,72.957376,4.7,"Free breakfast, 24/7 Room service, AC, Mini bar, Coffee maker, Spa services, Pet-friendly, Free parking",7042.0,"Fort Visits, Backwater Cruise, Food Tasting"
Bengaluru,Elite Bengaluru Lodge 85,22.133855,73.747772,4.6,"Restaurant, Conference room, Pet-friendly, Spa services, Swimming pool, Coffee maker, 24/7 Room service",3537.0,"Relaxing, Historical Tours, Tech Park Tours"
Mumbai,Comfort Mumbai Palace 456,18.909687,72.822741,4.0,"Gym, Coffee maker, Free breakfast, TV with cable, Balcony view, Conference room, Pet-friendly, Business center, Free parking",9062.0,"Boat Tours, Toy Train Ride, Swimming"
Bengaluru,Comfort Bengaluru Inn 138,14.128483,73.763828,4.0,"Laundry service, Restaurant, Spa services, WiFi, Mini bar, Conference room, Gym",13535.0,"Skiing, Local Cuisine, Surfing"
Bengaluru,Comfort Bengaluru Lodge 418,10.503638,72.791364,4.0,"Pet-friendly, AC, Free breakfast, Mini bar, Business center, Swimming pool, Gym, Bar, Airport shuttle",10109.0,"Sightseeing, Relaxing, Meditation"
Pune,Cozy Pune Retreat 30,18.420885,73.754235,4.7,"Free parking, Swimming pool, Free breakfast, Mini bar, 24/7 Room service, WiFi, AC, TV with cable, Pet-friendly, Restaurant",11089.0,"Cultural Shows, Sightseeing, Paragliding"
Pune,Heritage Pune Inn 293,18.431374,73.967492,3.1,"Airport shuttle, Balcony view, 24/7 Room service, Conference room, Free parking",13356.0,"Swimming, Tech Park Tours, Taj Mahal Visit"
Pune,Royal Pune Inn 452,18.442317,73.916958,4.8,"Free breakfast, TV with cable, Coffee maker, Mini bar, Balcony view, Airport shuttle, Pet-friendly, Child-friendly, Swimming pool",11162.0,"Camping, Local Cuisine, Street Food"
Pune,Elegant Pune Haven 347,18.677519,73.728992,5.0,"Laundry service, Free breakfast, Pet-friendly, Conference room, Swimming pool",16579.0,"General Sightseeing, Relaxing, Fishing"
Mumbai,Elite Mumbai Retreat 10,18.909374,72.959577,4.8,"Free parking, Airport shuttle, Swimming pool, Business center, Bar",12041.0,"Street Food, Meditation, Trekking"
Mumbai,Elite Mumbai Palace 213,19.170873,72.970787,4.7,"Restaurant, Free breakfast, WiFi, Child-friendly, Free parking, Balcony view, Pet-friendly, Spa services, Airport shuttle, AC",14721.0,"Trekking, Boat Ride on Ganges, Kayaking"
Mumbai,Comfort Mumbai Lodge 435,19.159671,72.967383,4.2,"AC, Conference room, 24/7 Room service, Restaurant, Swimming pool, Pet-friendly, Spa services",1863.0,"Meditation, Fort Visits, Trekking"
Mumbai,Royal Mumbai Villa 308,19.136081,72.783606,3.2,"Free parking, Bar, Conference room, Restaurant, AC, TV with cable, Coffee maker, 24/7 Room service, WiFi",9454.0,"Trekking, Fishing, Museum Visits"
Pune,Cozy Pune Retreat 265,18.423664,73.938715,4.5,"Bar, WiFi, Mini bar, Gym, Balcony view, Business center, Restaurant",16424.0,"Historical Tours, Desert Safari, Sightseeing"
Bengaluru,Luxury Bengaluru Retreat 429,34.556283,73.793494,4.1,"24/7 Room service, Laundry service, AC, Free breakfast, Spa services, Bar, Pet-friendly",9324.0,"Shopping, Camping, Skiing"
Pune,Serene Pune Hotel 27,18.441578,73.961133,3.8,"Pet-friendly, Free breakfast, Restaurant, Business center, Airport shuttle",18347.0,"Temple Visits, Boating, Sightseeing"
Mumbai,Comfort Mumbai Hotel 263,18.904649,72.833419,3.2,"AC, TV with cable, Airport shuttle, 24/7 Room service, Mini bar, Laundry service, Bar, Gym",15152.0,"Boat Tours, Palace Tours, Meditation"
Pune,Grand Pune Villa 105,18.653788,73.935343,4.8,"AC, Laundry service, Bar, Free breakfast, Child-friendly, Pet-friendly, Gym, Business center, Free parking, Mini bar",16338.0,"Meditation, Fort Visits, Swimming"
Bengaluru,Elite Bengaluru Haven 372,32.774185,77.213771,4.2,"Airport shuttle, Restaurant, Laundry service, Business center, Gym, AC, Coffee maker, Mini bar, Child-friendly, Balcony view",16682.0,"Paragliding, General Sightseeing, Fort Visits"
Bengaluru,Heritage Bengaluru Lodge 54,15.252932,71.134775,4.2,"Swimming pool, Free breakfast, Business center, Gym, 24/7 Room service, AC, Free parking, Restaurant",3747.0,"Food Tasting, Boat Ride on Ganges, Paragliding"
Mumbai,Grand Mumbai Lodge 335,19.165145,72.960942,3.4,"Business center, Balcony view, Child-friendly, Restaurant, Gym, Coffee maker, Bar, 24/7 Room service, Swimming pool, AC",15319.0,"Boat Tours, Camping, Palace Tours"
Pune,Grand Pune Hotel 421,18.699054,73.736571,5.0,"24/7 Room service, TV with cable, WiFi, Gym, Child-friendly, Laundry service, Business center",10105.0,"Rock Garden Visit, Local Cuisine, Paragliding"
Bengaluru,Cozy Bengaluru Suites 27,14.943485,71.786693,4.8,"Gym, AC, Bar, Pet-friendly, Swimming pool, WiFi",14070.0,"Local Cuisine, Cultural Tours, General Sightseeing"
Pune,Comfort Pune Retreat 41,18.578098,73.71443,4.3,"Spa services, Conference room, TV with cable, Free breakfast, AC, Restaurant, Free parking, Business center, Pet-friendly, Airport shuttle",3052.0,"Toy Train Ride, Local Cuisine, Camping"
Mumbai,Elegant Mumbai Resort 407,19.222079,72.972647,3.7,"AC, Free breakfast, Spa services, Bar, Business center, Coffee maker, Pet-friendly, Airport shuttle",11061.0,"Boat Tours, Meditation, Palace Tours"
Pune,Cozy Pune Retreat 156,18.43142,73.903462,4.9,"Bar, Spa services, Swimming pool, Coffee maker, Gym, 24/7 Room service, Business center, Balcony view, WiFi, Free parking",6195.0,"Nightlife, Boat Tours, Palace Tours"
Bengaluru,Elegant Bengaluru Hotel 129,34.363015,75.881452,4.8,"Restaurant, Child-friendly, Balcony view, Mini bar, Coffee maker, Spa services, WiFi, AC, Pet-friendly, TV with cable",12234.0,"Toy Train Ride, Boat Ride on Ganges, Cultural Shows"
Mumbai,Serene Mumbai Villa 21,18.980155,72.831494,4.5,"24/7 Room service, Pet-friendly, Laundry service, AC, WiFi, Free parking, Restaurant, Spa services, Child-friendly",6243.0,"Museum Visits, River Cruise, Boat Ride on Ganges"
Pune,Royal Pune Lodge 379,18.45077,73.909099,3.5,"WiFi, Pet-friendly, Swimming pool, Free breakfast, Balcony view, 24/7 Room service, Business center, Restaurant, TV with cable, Mini bar",5328.0,"Heritage Walks, Boat Tours, Cave Exploration"
Mumbai,Serene Mumbai Haven 484,19.024183,72.77574,4.0,"Gym, Swimming pool, AC, Business center, Coffee maker, WiFi, Airport shuttle, Restaurant, Spa services",2868.0,"Paragliding, Local Cuisine, Cave Exploration"
Bengaluru,Elite Bengaluru Villa 258,30.673074,87.634598,3.1,"Gym, WiFi, Laundry service, AC, Balcony view, Restaurant, Mini bar",4857.0,"Kayaking, Local Cuisine, Swimming"
Pune,Elegant Pune Suites 60,18.524304,73.88354,4.5,"Pet-friendly, Spa services, Gym, Coffee maker, Mini bar",1236.0,"Surfing, Relaxing, Street Food"
Mumbai,Luxury Mumbai Inn 443,19.251007,72.959804,3.8,"Laundry service, Airport shuttle, Conference room, Free parking, Free breakfast, Business center, TV with cable, Pet-friendly",13987.0,"Fort Visits, Street Food, Museum Tours"
Mumbai,Serene Mumbai Haven 319,19.058771,72.866006,3.9,"Pet-friendly, WiFi, Child-friendly, Free breakfast, 24/7 Room service, Conference room, Free parking",7401.0,"Tech Park Tours, Shopping, Boating"
Pune,Comfort Pune Villa 402,18.532608,73.832605,3.8,"Airport shuttle, Mini bar, Swimming pool, Gym, WiFi, 24/7 Room service",9117.0,"Palace Tours, Cultural Shows, Shopping"
Pune,Comfort Pune Hotel 215,18.682831,73.949277,3.3,"Gym, Business center, TV with cable, Airport shuttle, AC, 24/7 Room service, Coffee maker, Free parking, Mini bar, Restaurant",8661.0,"Kayaking, Toy Train Ride, Rock Garden Visit"
Bengaluru,Cozy Bengaluru Retreat 1,11.264535,73.936171,3.7,"Bar, 24/7 Room service, Business center, Gym, Mini bar, Swimming pool, Free parking",10817.0,"Boat Ride on Ganges, Cultural Tours, River Cruise"
Pune,Heritage Pune Villa 332,18.58772,73.968427,3.1,"Laundry service, Coffee maker, Spa services, Bar, Airport shuttle, Restaurant",13113.0,"Boat Tours, Sightseeing, Surfing"
Bengaluru,Serene Bengaluru Inn 389,26.557455,80.820375,4.3,"Airport shuttle, TV with cable, Laundry service, Mini bar, Free parking",15073.0,"Rock Garden Visit, Cultural Tours, Boating"
Mumbai,Serene Mumbai Villa 367,19.004095,72.88289,3.9,"Laundry service, Business center, Coffee maker, Gym, TV with cable, Bar, Mini bar, Swimming pool, 24/7 Room service",14188.0,"Cultural Shows, Fort Visits, Historical Tours"
Bengaluru,Comfort Bengaluru Inn 60,23.029048,83.645802,3.4,"Free breakfast, 24/7 Room service, AC, Coffee maker, Swimming pool",19743.0,"Sightseeing, Boat Tours, Street Food Tasting"
Mumbai,Serene Mumbai Haven 218,18.977557,72.796781,4.9,"Coffee maker, TV with cable, Bar, Child-friendly, Free parking, Free breakfast, Balcony view, Swimming pool, Restaurant, Business center",6662.0,"Meditation, Toy Train Ride, Street Food Tasting"
Pune,Heritage Pune Villa 130,18.421631,73.965345,3.2,"Gym, Spa services, Business center, Restaurant, Balcony view, TV with cable, Swimming pool, Child-friendly",18369.0,"Desert Safari, Skiing, Fort Visits"
Mumbai,Luxury Mumbai Palace 137,19.164695,72.917959,4.3,"Conference room, Mini bar, Bar, Spa services, 24/7 Room service, AC, Gym, Swimming pool, Restaurant",9241.0,"Food Tasting, Museum Tours, Heritage Walk"
Pune,Elite Pune Palace 16,18.527453,73.775005,3.6,"Coffee maker, Laundry service, TV with cable, Gym, WiFi, 24/7 Room service, Child-friendly, Spa services, AC, Mini bar",1682.0,"Paragliding, Beach Walk, Relaxing"
Bengaluru,Cozy Bengaluru Lodge 339,29.186473,81.64482,3.7,"Bar, Laundry service, WiFi, 24/7 Room service, Mini bar, Spa services, Swimming pool, Airport shuttle",2383.0,"Historical Tours, Heritage Walk, Tech Park Tours"
Pune,Comfort Pune Inn 279,18.692867,73.96899,4.1,"Mini bar, Spa services, AC, TV with cable, Airport shuttle, Swimming pool, Pet-friendly, Restaurant, Gym",16666.0,"Nightlife, Heritage Walk, General Sightseeing"
Mumbai,Royal Mumbai Inn 42,18.931766,72.877708,4.7,"Bar, Balcony view, Swimming pool, Gym, Pet-friendly, Restaurant, Coffee maker, 24/7 Room service, AC",10133.0,"Museum Tours, Street Food, Camping"
Mumbai,Luxury Mumbai Palace 351,19.14366,72.826222,4.1,"TV with cable, Business center, Pet-friendly, Swimming pool, Balcony view, Free breakfast, AC, WiFi, Coffee maker, Spa services",4555.0,"Shopping, Cave Exploration, Beach Walk"
Pune,Royal Pune Palace 200,18.654849,73.904858,3.0,"24/7 Room service, Restaurant, WiFi, Child-friendly, Gym, Free breakfast, TV with cable, Business center, AC",13188.0,"Food Tasting, Paragliding, Temple Visits"
Bengaluru,Serene Bengaluru Inn 201,29.491264,82.738377,4.5,"Restaurant, Swimming pool, Balcony view, TV with cable, Child-friendly, AC, Bar",7396.0,"Camping, Boat Ride on Ganges, Cave Exploration"
Bengaluru,Grand Bengaluru Inn 253,21.339236,80.117264,3.3,"Balcony view, Free parking, TV with cable, Coffee maker, Conference room",17815.0,"Rock Garden Visit, Camping, Museum Tours"
Bengaluru,Heritage Bengaluru Suites 438,22.934074,86.83478,3.7,"Coffee maker, WiFi, Balcony view, Spa services, AC",3652.0,"Rock Garden Visit, Camping, Temple Visits"
Pune,Elegant Pune Suites 212,18.416419,73.731837,3.3,"Mini bar, TV with cable, Business center, Airport shuttle, Conference room, Child-friendly, Free parking, 24/7 Room service, Laundry service, AC",9911.0,"Temple Visits, Cultural Tours, Toy Train Ride"
Mumbai,Cozy Mumbai Palace 254,19.138147,72.751737,3.9,"Conference room, Free breakfast, Bar, Restaurant, Airport shuttle, Free parking",12297.0,"Food Tasting, Relaxing, Boat Tours"
Pune,Grand Pune Villa 128,18.525634,73.929736,4.8,"Mini bar, Free breakfast, Restaurant, Business center, Child-friendly, AC",7839.0,"Palace Tours, Paragliding, Cultural Tours"
Pune,Grand Pune Retreat 369,18.491016,73.862527,4.5,"Business center, AC, Restaurant, Airport shuttle, Pet-friendly, Laundry service, Balcony view, Bar, Free parking",12746.0,"Tech Park Tours, Heritage Walks, Cultural Tours"
Mumbai,Elegant Mumbai Suites 78,19.247355,72.978848,4.1,"Swimming pool, 24/7 Room service, TV with cable, Business center, WiFi, Gym, Conference room, Mini bar",8791.0,"Heritage Walks, Cultural Tours, Temple Visits"
Mumbai,Grand Mumbai Villa 65,19.16439,72.929473,3.3,"Conference room, Pet-friendly, Laundry service, 24/7 Room service, Airport shuttle, WiFi, Balcony view, Restaurant",13871.0,"Trekking, Camping, Street Food"
Pune,Serene Pune Retreat 482,18.59753,73.952014,4.7,"Gym, Laundry service, Restaurant, Airport shuttle, Mini bar, Swimming pool, Business center",11494.0,"Surfing, Local Cuisine, Lake Boating"
Mumbai,Luxury Mumbai Villa 241,19.151327,72.901791,4.6,"Pet-friendly, Swimming pool, Coffee maker, Laundry service, WiFi, Mini bar, Restaurant, Gym, AC, 24/7 Room service",4543.0,"Palace Tours, Kayaking, Lake Boating"
Pune,Cozy Pune Haven 218,18.526136,73.858423,4.0,"Swimming pool, Mini bar, Laundry service, Free parking, Airport shuttle, TV with cable, Spa services, Gym, 24/7 Room service",14450.0,"Museum Tours, General Sightseeing, Heritage Walks"
Mumbai,Comfort Mumbai Suites 433,19.204631,72.813881,4.2,"WiFi, Business center, TV with cable, Coffee maker, Restaurant, Mini bar, Bar, Free breakfast, Laundry service, Conference room",5341.0,"Historical Tours, Street Food, Surfing"
Bengaluru,Serene Bengaluru Suites 13,33.874879,85.782941,3.6,"Conference room, Spa services, Laundry service, Business center, WiFi, Balcony view",11497.0,"Taj Mahal Visit, Cultural Shows, Boating"
Bengaluru,Grand Bengaluru Hotel 73,17.325265,89.769593,4.8,"Balcony view, Gym, Restaurant, 24/7 Room service, Mini bar, TV with cable, Laundry service, Free breakfast",5996.0,"Sightseeing, Beach Walk, Heritage Walk"
Pune,Luxury Pune Haven 294,18.486694,73.961786,4.4,"Laundry service, Conference room, Airport shuttle, Mini bar, Spa services, Pet-friendly",12844.0,"Camping, Museum Tours, Boat Ride on Ganges"
Pune,Grand Pune Hotel 294,18.692188,73.948936,4.0,"Swimming pool, AC, Coffee maker, Mini bar, Gym, Spa services",18677.0,"Historical Tours, Marina Beach Walk, Museum Tours"
Bengaluru,Cozy Bengaluru Hotel 3,15.565094,77.604232,3.4,"Laundry service, Coffee maker, AC, 24/7 Room service, Bar, Free breakfast, Free parking",7365.0,"Swimming, Cultural Shows, Lake Boating"
Mumbai,Heritage Mumbai Palace 57,18.963393,72.890609,3.6,"Spa services, Laundry service, Balcony view, Bar, Airport shuttle",14522.0,"Sightseeing, Taj Mahal Visit, Nightlife"
Mumbai,Luxury Mumbai Villa 445,18.994186,72.985256,3.4,"Bar, Free parking, Free breakfast, TV with cable, Gym, Conference room, Business center, Laundry service",7980.0,"Boating, Nightlife, Temple Visits"
Bengaluru,Cozy Bengaluru Haven 115,34.185099,77.827598,3.8,"Coffee maker, Free breakfast, Balcony view, Business center, Spa services, 24/7 Room service, Gym",2309.0,"Lake Boating, Tech Park Tours, Swimming"
Mumbai,Heritage Mumbai Retreat 393,19.038959,72.983659,3.2,"TV with cable, Airport shuttle, Business center, Free breakfast, Pet-friendly, WiFi, Bar, Balcony view, Child-friendly, Conference room",10474.0,"Beach Walk, Swimming, Kayaking"
Mumbai,Cozy Mumbai Lodge 17,18.954999,72.7705,3.5,"WiFi, Bar, Spa services, 24/7 Room service, AC, Conference room",5532.0,"Palace Tours, Marina Beach Walk, Museum Visits"
Pune,Serene Pune Villa 355,18.696496,73.80112,4.5,"TV with cable, Swimming pool, Business center, Restaurant, Mini bar",9398.0,"Cave Exploration, Toy Train Ride, Backwater Cruise"
Pune,Heritage Pune Resort 243,18.615467,73.780999,3.8,"Child-friendly, Coffee maker, Free parking, Gym, AC, Conference room",7383.0,"Heritage Walk, Beach Walk, Boating"
Mumbai,Comfort Mumbai Suites 357,19.077818,72.897839,3.9,"Laundry service, Child-friendly, Conference room, TV with cable, WiFi, 24/7 Room service, Free parking, Bar, Business center",9843.0,"Lake Boating, Kayaking, Surfing"
Pune,Grand Pune Retreat 380,18.544913,73.845694,4.1,"Pet-friendly, Business center, Swimming pool, Balcony view, Bar, Spa services, WiFi, TV with cable, Mini bar, Restaurant",12676.0,"Relaxing, Boat Ride on Ganges, Rock Garden Visit"
Bengaluru,Royal Bengaluru Hotel 441,23.259022,84.075989,4.7,"Spa services, Airport shuttle, AC, 24/7 Room service, Pet-friendly, Coffee maker",10714.0,"Cultural Tours, Camping, Tech Park Tours"
Mumbai,Serene Mumbai Inn 273,19.019069,72.847063,3.8,"Swimming pool, 24/7 Room service, Spa services, WiFi, Conference room, Bar, Pet-friendly, Child-friendly",5815.0,"Marina Beach Walk, Food Tasting, Toy Train Ride"
Mumbai,Elite Mumbai Villa 317,18.962448,72.759217,4.2,"Airport shuttle, Mini bar, Swimming pool, Balcony view, Pet-friendly, Conference room",7704.0,"Cave Exploration, Toy Train Ride, Heritage Walks"
Pune,Royal Pune Retreat 77,18.534688,73.9196,3.3,"Mini bar, Balcony view, TV with cable, Laundry service, AC, WiFi, Child-friendly, Bar, Swimming pool",12350.0,"Meditation, General Sightseeing, Sightseeing"
Bengaluru,Luxury Bengaluru Lodge 254,28.971919,83.336229,4.3,"Free parking, Conference room, 24/7 Room service, Spa services, Restaurant, Child-friendly, Airport shuttle",10755.0,"Meditation, Temple Visits, Marina Beach Walk"
Pune,Luxury Pune Haven 90,18.639508,73.836893,4.0,"Free breakfast, Mini bar, Balcony view, 24/7 Room service, Pet-friendly, Child-friendly, TV with cable, Airport shuttle, Conference room, Bar",9002.0,"Shopping, Museum Visits, Heritage Walk"
Mumbai,Serene Mumbai Resort 220,19.039244,72.771272,4.0,"Free parking, 24/7 Room service, Airport shuttle, Pet-friendly, Swimming pool, TV with cable, Restaurant, Coffee maker, Child-friendly",19851.0,"Heritage Walk, Cave Exploration, Street Food Tasting"
Pune,Elegant Pune Suites 172,18.570016,73.780245,3.2,"Coffee maker, 24/7 Room service, Mini bar, Conference room, Laundry service, Restaurant, Gym, Business center, AC",6803.0,"Swimming, Cultural Tours, Fishing"
Bengaluru,Elegant Bengaluru Resort 247,14.226936,74.209395,3.1,"Mini bar, 24/7 Room service, TV with cable, WiFi, Bar, Laundry service, Balcony view, Restaurant, AC",8213.0,"Camping, Temple Visits, Fishing"
Bengaluru,Cozy Bengaluru Resort 406,16.4594,89.668551,3.9,"Pet-friendly, Free breakfast, Child-friendly, Laundry service, 24/7 Room service, Conference room, Spa services",8193.0,"Historical Tours, River Cruise, Paragliding"
Mumbai,Grand Mumbai Lodge 274,19.132219,72.966584,3.2,"Free breakfast, Restaurant, 24/7 Room service, AC, Laundry service, Mini bar",5230.0,"Meditation, Surfing, Street Food Tasting"
Mumbai,Elegant Mumbai Hotel 358,19.009873,72.806941,4.0,"Child-friendly, Coffee maker, Gym, Balcony view, Bar, 24/7 Room service, TV with cable, AC, Swimming pool",16879.0,"Surfing, Skiing, Boat Ride on Ganges"
Bengaluru,Elegant Bengaluru Retreat 121,23.310875,74.256854,3.8,"Pet-friendly, Swimming pool, Gym, Spa services, Bar, Airport shuttle, TV with cable, Mini bar, 24/7 Room service, Business center",12319.0,"Beach Walk, Fishing, Cave Exploration"
Pune,Elegant Pune Retreat 228,18.430413,73.868481,3.7,"Spa services, Swimming pool, Restaurant, Coffee maker, Free breakfast, Bar",1507.0,"Historical Tours, Street Food Tasting, Backwater Cruise"
Bengaluru,Comfort Bengaluru Retreat 157,18.152458,77.301613,3.9,"AC, Conference room, Free breakfast, Spa services, Balcony view, Mini bar, Child-friendly, Pet-friendly, Free parking, Restaurant",7387.0,"Palace Tours, Street Food Tasting, Camping"
Mumbai,Heritage Mumbai Lodge 122,19.153904,72.817553,4.6,"Business center, Swimming pool, AC, WiFi, Coffee maker, Airport shuttle, Child-friendly, 24/7 Room service, Conference room",16019.0,"Swimming, Rock Garden Visit, General Sightseeing"
Pune,Comfort Pune Haven 254,18.637433,73.734751,4.7,"Airport shuttle, Conference room, Swimming pool, 24/7 Room service, WiFi, Balcony view",3903.0,"Surfing, Street Food, Camping"
Mumbai,Heritage Mumbai Haven 489,18.991058,72.84774,3.5,"Spa services, Free breakfast, Balcony view, Coffee maker, Child-friendly, Conference room, Free parking, Business center",10976.0,"Camping, Cultural Tours, Rock Garden Visit"
Bengaluru,Cozy Bengaluru Suites 55,24.112989,76.479685,5.0,"TV with cable, AC, Coffee maker, WiFi, Conference room, 24/7 Room service, Laundry service",3177.0,"River Cruise, Backwater Cruise, Museum Visits"
Mumbai,Serene Mumbai Inn 325,19.237604,72.808208,4.6,"Conference room, Laundry service, Spa services, Child-friendly, Mini bar",15021.0,"Taj Mahal Visit, Fort Visits, Palace Tours"
Mumbai,Grand Mumbai Suites 30,19.149193,72.944478,3.2,"Spa services, Free parking, Balcony view, TV with cable, Airport shuttle, Restaurant, Swimming pool",18314.0,"Camping, Kayaking, Museum Tours"
Bengaluru,Royal Bengaluru Palace 40,28.319672,73.527112,4.8,"TV with cable, WiFi, Free parking, Free breakfast, Restaurant, Bar, Spa services",6037.0,"Surfing, Kayaking, Paragliding"
Bengaluru,Luxury Bengaluru Inn 66,24.352515,83.633534,4.0,"Mini bar, Free parking, WiFi, Conference room, Restaurant, TV with cable, Gym, AC",16536.0,"Museum Visits, Cultural Tours, Nightlife"
Bengaluru,Comfort Bengaluru Villa 352,17.703922,87.258976,4.5,"Coffee maker, Airport shuttle, Spa services, Free breakfast, Balcony view, Pet-friendly",17775.0,"Swimming, Kayaking, River Cruise"
Mumbai,Luxury Mumbai Palace 139,19.223639,72.79611,4.3,"Laundry service, Child-friendly, 24/7 Room service, Free breakfast, Conference room, Mini bar",18504.0,"Marina Beach Walk, Beach Walk, Trekking"
Mumbai,Elite Mumbai Retreat 61,19.079073,72.758846,3.6,"WiFi, Conference room, Spa services, Laundry service, AC, Airport shuttle",9098.0,"Street Food, Museum Tours, Historical Tours"
Mumbai,Royal Mumbai Lodge 95,19.070603,72.954755,3.7,"Mini bar, Restaurant, Balcony view, Airport shuttle, Swimming pool, WiFi, AC, Free parking, Coffee maker, Free breakfast",9826.0,"Museum Tours, Shopping, Heritage Walk"
Pune,Luxury Pune Villa 475,18.681216,73.811626,3.1,"Bar, Free breakfast, Mini bar, Conference room, Laundry service, Pet-friendly",7188.0,"Skiing, Boat Tours, Sightseeing"
Pune,Elegant Pune Hotel 309,18.627817,73.785719,3.0,"Conference room, Mini bar, Laundry service, Business center, Gym, AC, Bar, Restaurant, Free breakfast",12116.0,"Street Food Tasting, River Cruise, Museum Tours"
Pune,Luxury Pune Lodge 27,18.667378,73.740963,3.4,"Swimming pool, Coffee maker, Laundry service, 24/7 Room service, Gym, Pet-friendly, Free parking, Airport shuttle",14806.0,"Shopping, Boat Tours, Taj Mahal Visit"
Pune,Elegant Pune Resort 4,18.636206,73.722988,4.2,"Free parking, 24/7 Room service, Business center, Free breakfast, Laundry service, Gym, Balcony view, Coffee maker, TV with cable",2421.0,"Marina Beach Walk, Nightlife, Local Cuisine"
Bengaluru,Elegant Bengaluru Palace 188,30.00638,78.611381,4.7,"Laundry service, WiFi, 24/7 Room service, Conference room, Child-friendly, Restaurant, Free parking, Free breakfast, Coffee maker, Swimming pool",9442.0,"Food Tasting, Cultural Tours, Heritage Walk"
Pune,Royal Pune Resort 419,18.65724,73.873332,4.2,"Bar, Conference room, Free breakfast, Swimming pool, TV with cable, Free parking, Pet-friendly, 24/7 Room service",13321.0,"Cave Exploration, Kayaking, Camping"
Pune,Elite Pune Haven 144,18.672092,73.948537,3.7,"Child-friendly, Balcony view, WiFi, Pet-friendly, AC, Laundry service, Restaurant, Spa services",18966.0,"Rock Garden Visit, Local Cuisine, Taj Mahal Visit"
Mumbai,Heritage Mumbai Resort 129,19.081552,72.877168,4.6,"Spa services, Swimming pool, WiFi, Coffee maker, TV with cable",10549.0,"Trekking, Taj Mahal Visit, Historical Tours"
Mumbai,Luxury Mumbai Hotel 496,18.900422,72.875421,4.3,"Business center, Coffee maker, Free breakfast, Swimming pool, AC, Laundry service",8493.0,"Relaxing, Street Food Tasting, Skiing"
Pune,Cozy Pune Inn 161,18.56363,73.759938,4.2,"Conference room, Free parking, Free breakfast, AC, Business center",15216.0,"Beach Walk, Boating, Backwater Cruise"
Bengaluru,Elite Bengaluru Lodge 425,22.220391,77.961378,4.4,"Bar, Business center, Pet-friendly, Swimming pool, Conference room, Balcony view, Free breakfast, Mini bar",15947.0,"Tech Park Tours, Museum Tours, River Cruise"
