occupancy,room_type,bedcount,month,price
0.33,Basic,2,April,3075.6
0.52,Basic,2,April,3326.4
0.57,Basic,2,April,3392.4
0.67,Basic,2,April,3524.4
0.97,Basic,2,April,3920.4
0.83,Basic,2,April,3735.6
0.46,Basic,2,April,3247.2
0.49,Basic,2,April,3286.8
0.78,Basic,2,April,3669.6
0.65,Basic,2,April,3498
0.92,Basic,2,April,3854.4
0.87,Basic,2,April,3788.4
0.38,Basic,2,April,3141.6
0.53,Basic,2,April,3339.6
0.62,Basic,2,April,3458.4
0.48,Basic,2,April,3273.6
0.31,Basic,2,April,3049.2
0.34,Basic,2,April,3088.8
0.7,Basic,2,April,3564
0.98,Basic,2,April,3933.6
0.53,Basic,2,April,3339.6
0,Basic,2,April,2640
0.85,Basic,2,April,3762
0.52,Basic,2,April,3326.4
0.03,Basic,2,April,2679.6
0.96,Basic,2,April,3907.2
0.67,Basic,2,April,3524.4
0.63,Basic,2,April,3471.6
0.7,Basic,2,April,3564
0.93,Basic,2,April,3867.6
0.18,Basic,2,April,2877.6
0.05,Basic,2,April,2706
0.29,Basic,2,April,3022.8
0.37,Basic,2,April,3128.4
0.31,Basic,2,April,3049.2
0.61,Basic,2,April,3445.2
0.85,Basic,3,April,4389
0.97,Basic,3,April,4573.8
0.72,Basic,3,April,4188.8
0.54,Basic,3,April,3911.6
0.55,Basic,3,April,3927
0.52,Basic,3,April,3880.8
0.1,Basic,3,April,3234
0.05,Basic,3,April,3157
0.85,Basic,3,April,4389
0.53,Basic,3,April,3896.2
0.46,Basic,3,April,3788.4
0.37,Basic,3,April,3649.8
0.86,Basic,3,April,4404.4
0.12,Basic,3,April,3264.8
0.96,Basic,3,April,4558.4
0.78,Basic,3,April,4281.2
0.23,Basic,3,April,3434.2
0.43,Basic,3,April,3742.2
0.08,Basic,3,April,3203.2
0.62,Basic,3,April,4034.8
0.94,Basic,3,April,4527.6
0.55,Basic,3,April,3927
0.33,Basic,3,April,3588.2
0.08,Basic,3,April,3203.2
0.58,Basic,3,April,3973.2
0.07,Basic,3,April,3187.8
0.94,Basic,3,April,4527.6
0.97,Basic,3,April,4573.8
0.49,Basic,3,April,3834.6
0.18,Basic,3,April,3357.2
0.6,Basic,3,April,4004
0.79,Basic,3,April,4296.6
0.63,Basic,3,April,4050.2
0.65,Basic,3,April,4081
0.12,Basic,3,April,3264.8
0.35,Basic,3,April,3619
0.68,Basic,3,April,4127.2
0.55,Basic,3,April,3927
0.57,Basic,3,April,3957.8
0.57,Basic,3,April,3957.8
0.55,Basic,3,April,3927
0.07,Basic,3,April,3187.8
0.18,Basic,3,April,3357.2
0.24,Basic,3,April,3449.6
0,Basic,3,April,3080
0.25,Basic,3,April,3465
0.51,Basic,3,April,3865.4
0.56,Basic,3,April,3942.4
0.2,Basic,3,April,3388
0.21,Basic,3,April,3403.4
0.83,Basic,1,May,3396
0.74,Basic,1,May,3288
0.07,Basic,1,May,2484
0.26,Basic,1,May,2712
0.58,Basic,1,May,3096
0.16,Basic,1,May,2592
0.69,Basic,1,May,3228
0.92,Basic,1,May,3504
0.3,Basic,1,May,2760
0.65,Basic,1,May,3180
0.27,Basic,1,May,2724
0.62,Basic,1,May,3144
0.27,Basic,1,May,2724
0.3,Basic,1,May,2760
0.57,Basic,1,May,3084
0.92,Basic,1,May,3504
0.92,Basic,1,May,3504
0.04,Basic,1,May,2448
0.69,Basic,1,May,3228
0.1,Basic,1,May,2520
0.38,Basic,1,May,2856
0.6,Basic,1,May,3120
0.45,Basic,1,May,2940
0.52,Basic,1,May,3024
0.83,Basic,1,May,3396
0.81,Basic,1,May,3372
0.41,Basic,1,May,2892
0.55,Basic,1,May,3060
0.71,Basic,1,May,3252
0.9,Basic,1,May,3480
0.72,Basic,1,May,3264
0.12,Basic,1,May,2544
0.67,Basic,1,May,3204
0.4,Basic,1,May,2880
0.63,Basic,1,May,3156
0.66,Basic,1,May,3192
0.32,Basic,1,May,2784
0.77,Basic,1,May,3324
0.93,Basic,1,May,3516
0.18,Basic,1,May,2616
0.37,Basic,1,May,2844
0.39,Basic,1,May,2868
0.91,Basic,1,May,3492
0.5,Basic,1,May,3000
0.72,Basic,1,May,3264
0.34,Basic,1,May,2808
0.89,Basic,1,May,3468
0.11,Basic,1,May,2532
0.4,Basic,1,May,2880
0.19,Basic,1,May,2628
0.41,Basic,2,May,3470.4
0.88,Basic,2,May,4147.2
0.11,Basic,2,May,3038.4
0.33,Basic,2,May,3355.2
0.03,Basic,2,May,2923.2
0.29,Basic,2,May,3297.6
0.99,Basic,2,May,4305.6
0.67,Basic,2,May,3844.8
0.58,Basic,2,May,3715.2
0.21,Basic,2,May,3182.4
0.69,Basic,2,May,3873.6
0.85,Basic,2,May,4104
0.25,Basic,2,May,3240
0.69,Basic,2,May,3873.6
0.96,Basic,2,May,4262.4
0.39,Basic,2,May,3441.6
0.61,Basic,2,May,3758.4
0.94,Basic,2,May,4233.6
0.91,Basic,2,May,4190.4
0.6,Basic,2,May,3744
0.8,Basic,2,May,4032
0.76,Basic,2,May,3974.4
0.48,Basic,2,May,3571.2
0.76,Basic,2,May,3974.4
0.76,Basic,2,May,3974.4
0.42,Basic,2,May,3484.8
0.54,Basic,2,May,3657.6
0.84,Basic,2,May,4089.6
0.78,Basic,2,May,4003.2
0.14,Basic,2,May,3081.6
0.21,Basic,2,May,3182.4
0.63,Basic,2,May,3787.2
0.07,Basic,2,May,2980.8
0.47,Basic,2,May,3556.8
0.27,Basic,2,May,3268.8
0.1,Basic,2,May,3024
0.05,Basic,2,May,2952
0.9,Basic,2,May,4176
0.71,Basic,2,May,3902.4
0.91,Basic,2,May,4190.4
0.51,Basic,2,May,3614.4
0.98,Basic,2,May,4291.2
0.13,Basic,2,May,3067.2
0.49,Basic,2,May,3585.6
0.61,Basic,2,May,3758.4
0.44,Basic,2,May,3513.6
0.17,Basic,2,May,3124.8
0.65,Basic,2,May,3816
0.37,Basic,2,May,3412.8
0.22,Basic,2,May,3196.8
0.73,Basic,3,May,4586.4
0.54,Basic,3,May,4267.2
0.61,Basic,3,May,4384.8
0,Basic,3,May,3360
0.94,Basic,3,May,4939.2
0.71,Basic,3,May,4552.8
0.68,Basic,3,May,4502.4
0.24,Basic,3,May,3763.2
0.85,Basic,3,May,4788
0.17,Basic,3,May,3645.6
0.62,Basic,3,May,4401.6
0.19,Basic,3,May,3679.2
0.77,Basic,3,May,4653.6
0.69,Basic,3,May,4519.2
0.01,Basic,3,May,3376.8
0.61,Basic,3,May,4384.8
0.46,Basic,3,May,4132.8
0.31,Basic,3,May,3880.8
0.56,Basic,3,May,4300.8
0.74,Basic,3,May,4603.2
0.89,Basic,3,May,4855.2
0.97,Basic,3,May,4989.6
0.19,Basic,3,May,3679.2
0.23,Basic,3,May,3746.4
0.27,Basic,3,May,3813.6
0.16,Basic,3,May,3628.8
0.03,Basic,3,May,3410.4
0.78,Basic,3,May,4670.4
0.16,Basic,3,May,3628.8
0.42,Basic,3,May,4065.6
0.56,Basic,3,May,4300.8
0.73,Basic,3,May,4586.4
0.23,Basic,3,May,3746.4
0.83,Basic,3,May,4754.4
0.04,Basic,3,May,3427.2
0.47,Basic,3,May,4149.6
0.25,Basic,3,May,3780
0.14,Basic,3,May,3595.2
0.38,Basic,3,May,3998.4
0.16,Basic,3,May,3628.8
0.94,Basic,3,May,4939.2
0.62,Basic,3,May,4401.6
0.75,Basic,3,May,4620
0.21,Basic,3,May,3712.8
0.51,Basic,3,May,4216.8
0.88,Basic,3,May,4838.4
0.07,Basic,3,May,3477.6
0.98,Basic,3,May,5006.4
0.63,Basic,3,May,4418.4
0.21,Basic,3,May,3712.8
0.47,Basic,1,June,3705
0.27,Basic,1,June,3405
0.8,Basic,1,June,4200
0.23,Basic,1,June,3345
0.49,Basic,1,June,3735
0.34,Basic,1,June,3510
0.39,Basic,1,June,3585
0.94,Basic,1,June,4410
0.5,Basic,1,June,3750
0.05,Basic,1,June,3075
0.2,Basic,1,June,3300
0.27,Basic,1,June,3405
0.86,Basic,1,June,4290
0.23,Basic,1,June,3345
0.95,Basic,1,June,4425
0.9,Basic,1,June,4350
0.31,Basic,1,June,3465
0.65,Basic,1,June,3975
0.92,Basic,1,June,4380
0.67,Basic,1,June,4005
0.38,Basic,1,June,3570
0.17,Basic,1,June,3255
0.07,Basic,1,June,3105
0.56,Basic,1,June,3840
0.81,Basic,1,June,4215
0.48,Basic,1,June,3720
0.72,Basic,1,June,4080
0.36,Basic,1,June,3540
0.79,Basic,1,June,4185
0.74,Basic,1,June,4110
0.46,Basic,1,June,3690
0.8,Basic,1,June,4200
0.89,Basic,1,June,4335
0.47,Basic,1,June,3705
0.07,Basic,1,June,3105
0.74,Basic,1,June,4110
0.75,Basic,1,June,4125
0.28,Basic,1,June,3420
0.67,Basic,1,June,4005
0.22,Basic,1,June,3330
0.96,Basic,1,June,4440
0.24,Basic,1,June,3360
0.97,Basic,1,June,4455
0.08,Basic,1,June,3120
0.98,Basic,1,June,4470
0.8,Basic,1,June,4200
0.15,Basic,1,June,3225
0.29,Basic,1,June,3435
0.47,Basic,1,June,3705
0.73,Basic,1,June,4095
0.69,Basic,2,June,4842
0.35,Basic,2,June,4230
0.15,Basic,2,June,3870
0.06,Basic,2,June,3708
0.93,Basic,2,June,5274
0.18,Basic,2,June,3924
0.38,Basic,2,June,4284
0.01,Basic,2,June,3618
0.97,Basic,2,June,5346
0.93,Basic,2,June,5274
0.96,Basic,2,June,5328
0.62,Basic,2,June,4716
0.82,Basic,2,June,5076
0.63,Basic,2,June,4734
0.38,Basic,2,June,4284
0.31,Basic,2,June,4158
0.46,Basic,2,June,4428
0.58,Basic,2,June,4644
0.77,Basic,2,June,4986
0.77,Basic,2,June,4986
0.22,Basic,2,June,3996
0.39,Basic,2,June,4302
0.4,Basic,2,June,4320
0.49,Basic,2,June,4482
0.66,Basic,2,June,4788
0.28,Basic,2,June,4104
0.09,Basic,2,June,3762
0.05,Basic,2,June,3690
0.53,Basic,2,June,4554
0.41,Basic,2,June,4338
0.99,Basic,2,June,5382
0.55,Basic,2,June,4590
0.25,Basic,2,June,4050
0.94,Basic,2,June,5292
0.82,Basic,2,June,5076
0.95,Basic,2,June,5310
0.4,Basic,2,June,4320
0.93,Basic,2,June,5274
0.15,Basic,2,June,3870
0.29,Basic,2,June,4122
0.62,Basic,2,June,4716
0.54,Basic,2,June,4572
0.02,Basic,2,June,3636
0.83,Basic,2,June,5094
0.14,Basic,2,June,3852
0.94,Basic,2,June,5292
0.91,Basic,2,June,5238
0.51,Basic,2,June,4518
0.49,Basic,2,June,4482
0.53,Basic,2,June,4554
0.85,Basic,3,June,5985
0.21,Basic,3,June,4641
0.79,Basic,3,June,5859
0.96,Basic,3,June,6216
0.68,Basic,3,June,5628
0.72,Basic,3,June,5712
0.96,Basic,3,June,6216
0.93,Basic,3,June,6153
0.79,Basic,3,June,5859
0.83,Basic,3,June,5943
0.24,Basic,3,June,4704
0.36,Basic,3,June,4956
0.81,Basic,3,June,5901
0.96,Basic,3,June,6216
0.53,Basic,3,June,5313
0.7,Basic,3,June,5670
0.55,Basic,3,June,5355
0.5,Basic,3,June,5250
0.73,Basic,3,June,5733
0.26,Basic,3,June,4746
0.81,Basic,3,June,5901
0.02,Basic,3,June,4242
0.5,Basic,3,June,5250
0.99,Basic,3,June,6279
0.28,Basic,3,June,4788
0.07,Basic,3,June,4347
0.25,Basic,3,June,4725
0.71,Basic,3,June,5691
0.94,Basic,3,June,6174
0.8,Basic,3,June,5880
0.79,Basic,3,June,5859
0.67,Basic,3,June,5607
0.58,Basic,3,June,5418
0.86,Basic,3,June,6006
0.34,Basic,3,June,4914
0.5,Basic,3,June,5250
0.4,Basic,3,June,5040
0.4,Basic,3,June,5040
0.83,Basic,3,June,5943
0.51,Basic,3,June,5271
0.31,Basic,3,June,4851
0.57,Basic,3,June,5397
0.49,Basic,3,June,5229
0.77,Basic,3,June,5817
0.92,Basic,3,June,6132
0.62,Basic,3,June,5502
0.51,Basic,3,June,5271
0.02,Basic,3,June,4242
0.46,Basic,3,June,5166
0.69,Basic,3,June,5649
0.67,Basic,1,July,3471
0.13,Basic,1,July,2769
0.11,Basic,1,July,2743
0.12,Basic,1,July,2756
0.82,Basic,1,July,3666
0.72,Basic,1,July,3536
0.98,Basic,1,July,3874
0.95,Basic,1,July,3835
0.2,Basic,1,July,2860
0.54,Basic,1,July,3302
0.51,Basic,1,July,3263
0.2,Basic,1,July,2860
0.33,Basic,1,July,3029
0.31,Basic,1,July,3003
0.44,Basic,1,July,3172
0.22,Basic,1,July,2886
0.96,Basic,1,July,3848
0.77,Basic,1,July,3601
0.56,Basic,1,July,3328
0.64,Basic,1,July,3432
0.15,Basic,1,July,2795
0.99,Basic,1,July,3887
0.75,Basic,1,July,3575
0.81,Basic,1,July,3653
0.77,Basic,1,July,3601
0.12,Basic,1,July,2756
0.78,Basic,1,July,3614
0.51,Basic,1,July,3263
0.58,Basic,1,July,3354
0.03,Basic,1,July,2639
0.66,Basic,1,July,3458
0.99,Basic,1,July,3887
0.25,Basic,1,July,2925
0.27,Basic,1,July,2951
1,Basic,1,July,3900
0.36,Basic,1,July,3068
0.97,Basic,1,July,3861
0.54,Basic,1,July,3302
0.64,Basic,1,July,3432
0.75,Basic,1,July,3575
0.45,Basic,1,July,3185
0.01,Basic,1,July,2613
0.25,Basic,1,July,2925
0.6,Basic,1,July,3380
0.09,Basic,1,July,2717
0.28,Basic,1,July,2964
0.07,Basic,1,July,2691
0.4,Basic,1,July,3120
0.57,Basic,1,July,3341
0.64,Basic,1,July,3432
0.95,Basic,2,July,4602
0.04,Basic,2,July,3182.4
0.01,Basic,2,July,3135.6
0.38,Basic,2,July,3712.8
0.17,Basic,2,July,3385.2
0.41,Basic,2,July,3759.6
0.24,Basic,2,July,3494.4
0.49,Basic,2,July,3884.4
0.94,Basic,2,July,4586.4
0.17,Basic,2,July,3385.2
0.83,Basic,2,July,4414.8
0.61,Basic,2,July,4071.6
0.05,Basic,2,July,3198
0.91,Basic,2,July,4539.6
0.67,Basic,2,July,4165.2
0.6,Basic,2,July,4056
0.7,Basic,2,July,4212
0.63,Basic,2,July,4102.8
0.3,Basic,2,July,3588
0.56,Basic,2,July,3993.6
0.02,Basic,2,July,3151.2
0.06,Basic,2,July,3213.6
0.34,Basic,2,July,3650.4
0.74,Basic,2,July,4274.4
0.15,Basic,2,July,3354
0.68,Basic,2,July,4180.8
0.52,Basic,2,July,3931.2
0.6,Basic,2,July,4056
0.47,Basic,2,July,3853.2
0.79,Basic,2,July,4352.4
0.9,Basic,2,July,4524
0.95,Basic,2,July,4602
0.48,Basic,2,July,3868.8
0.22,Basic,2,July,3463.2
1,Basic,2,July,4680
0.81,Basic,2,July,4383.6
0.13,Basic,2,July,3322.8
0.57,Basic,2,July,4009.2
0.32,Basic,2,July,3619.2
0.52,Basic,2,July,3931.2
0.28,Basic,2,July,3556.8
0.22,Basic,2,July,3463.2
0.33,Basic,2,July,3634.8
0.85,Basic,2,July,4446
0.42,Basic,2,July,3775.2
0.58,Basic,2,July,4024.8
0.78,Basic,2,July,4336.8
0.8,Basic,2,July,4368
0.9,Basic,2,July,4524
0.4,Basic,2,July,3744
0.3,Basic,3,July,4186
0.94,Basic,3,July,5350.8
0.88,Basic,3,July,5241.6
0.01,Basic,3,July,3658.2
0.55,Basic,3,July,4641
0.85,Basic,3,July,5187
0.44,Basic,3,July,4440.8
0.3,Basic,3,July,4186
0.68,Basic,3,July,4877.6
0.73,Basic,3,July,4968.6
0.15,Basic,3,July,3913
0.2,Basic,3,July,4004
0.86,Basic,3,July,5205.2
0.5,Basic,3,July,4550
0.51,Basic,3,July,4568.2
0.87,Basic,3,July,5223.4
0.19,Basic,3,July,3985.8
0.9,Basic,3,July,5278
0.69,Basic,3,July,4895.8
0.09,Basic,3,July,3803.8
0.76,Basic,3,July,5023.2
0.97,Basic,3,July,5405.4
0.43,Basic,3,July,4422.6
0.74,Basic,3,July,4986.8
0.27,Basic,3,July,4131.4
0.22,Basic,3,July,4040.4
0.62,Basic,3,July,4768.4
0.14,Basic,3,July,3894.8
0.53,Basic,3,July,4604.6
0.57,Basic,3,July,4677.4
0.31,Basic,3,July,4204.2
0.72,Basic,3,July,4950.4
0.55,Basic,3,July,4641
0.33,Basic,3,July,4240.6
0.27,Basic,3,July,4131.4
0.19,Basic,3,July,3985.8
0.12,Basic,3,July,3858.4
0.78,Basic,3,July,5059.6
0.08,Basic,3,July,3785.6
0.2,Basic,3,July,4004
0.7,Basic,3,July,4914
0.97,Basic,3,July,5405.4
0.4,Basic,3,July,4368
0.9,Basic,3,July,5278
0.37,Basic,3,July,4313.4
0.49,Basic,3,July,4531.8
0.49,Basic,3,July,4531.8
0.58,Basic,3,July,4695.6
0.7,Basic,3,July,4914
0.89,Basic,3,July,5259.8
0.02,Basic,1,August,2424
0.72,Basic,1,August,3264
0.91,Basic,1,August,3492
0.74,Basic,1,August,3288
0.41,Basic,1,August,2892
0.75,Basic,1,August,3300
0.62,Basic,1,August,3144
0.06,Basic,1,August,2472
0.1,Basic,1,August,2520
0.12,Basic,1,August,2544
0.66,Basic,1,August,3192
0.39,Basic,1,August,2868
0.84,Basic,1,August,3408
0,Basic,1,August,2400
0.1,Basic,1,August,2520
0.38,Basic,1,August,2856
0.53,Basic,1,August,3036
0.72,Basic,1,August,3264
0.42,Basic,1,August,2904
0.96,Basic,1,August,3552
0.11,Basic,1,August,2532
0.75,Basic,1,August,3300
0.18,Basic,1,August,2616
0.29,Basic,1,August,2748
0.25,Basic,1,August,2700
0.48,Basic,1,August,2976
1,Basic,1,August,3600
0.12,Basic,1,August,2544
0.3,Basic,1,August,2760
1,Basic,1,August,3600
0.95,Basic,1,August,3540
0.67,Basic,1,August,3204
0.71,Basic,1,August,3252
0.47,Basic,1,August,2964
0.86,Basic,1,August,3432
0.77,Basic,1,August,3324
0.76,Basic,1,August,3312
0.04,Basic,1,August,2448
0.95,Basic,1,August,3540
0.29,Basic,1,August,2748
0.99,Basic,1,August,3588
0.61,Basic,1,August,3132
0.79,Basic,1,August,3348
0.05,Basic,1,August,2460
0.25,Basic,1,August,2700
0.35,Basic,1,August,2820
0.71,Basic,1,August,3252
0.79,Basic,1,August,3348
0.93,Basic,1,August,3516
0.05,Basic,1,August,2460
0.53,Basic,2,August,3643.2
0.77,Basic,2,August,3988.8
0.94,Basic,2,August,4233.6
0.28,Basic,2,August,3283.2
0.82,Basic,2,August,4060.8
0.76,Basic,2,August,3974.4
0.8,Basic,2,August,4032
0.97,Basic,2,August,4276.8
0.56,Basic,2,August,3686.4
0.98,Basic,2,August,4291.2
0.68,Basic,2,August,3859.2
0.96,Basic,2,August,4262.4
0.76,Basic,2,August,3974.4
0.18,Basic,2,August,3139.2
0.64,Basic,2,August,3801.6
0.23,Basic,2,August,3211.2
0.23,Basic,2,August,3211.2
0.72,Basic,2,August,3916.8
0.92,Basic,2,August,4204.8
0.71,Basic,2,August,3902.4
0.03,Basic,2,August,2923.2
0.95,Basic,2,August,4248
0.41,Basic,2,August,3470.4
0.09,Basic,2,August,3009.6
0.14,Basic,2,August,3081.6
0.43,Basic,2,August,3499.2
0.08,Basic,2,August,2995.2
0.28,Basic,2,August,3283.2
0.41,Basic,2,August,3470.4
0.37,Basic,2,August,3412.8
0.04,Basic,2,August,2937.6
0.88,Basic,2,August,4147.2
0.92,Basic,2,August,4204.8
1,Basic,2,August,4320
0.33,Basic,2,August,3355.2
0.64,Basic,2,August,3801.6
0.11,Basic,2,August,3038.4
0.93,Basic,2,August,4219.2
0.88,Basic,2,August,4147.2
0.45,Basic,2,August,3528
0.18,Basic,2,August,3139.2
0.69,Basic,2,August,3873.6
0.89,Basic,2,August,4161.6
0.75,Basic,2,August,3960
0.93,Basic,2,August,4219.2
0.65,Basic,2,August,3816
0,Basic,2,August,2880
0.07,Basic,2,August,2980.8
0.88,Basic,2,August,4147.2
0.37,Basic,2,August,3412.8
0.01,Basic,3,August,3376.8
0.82,Basic,3,August,4737.6
0.44,Basic,3,August,4099.2
0.69,Basic,3,August,4519.2
0.47,Basic,3,August,4149.6
0.88,Basic,3,August,4838.4
0.79,Basic,3,August,4687.2
0.63,Basic,3,August,4418.4
0.39,Basic,3,August,4015.2
0.98,Basic,3,August,5006.4
0.8,Basic,3,August,4704
0.39,Basic,3,August,4015.2
0.49,Basic,3,August,4183.2
0.16,Basic,3,August,3628.8
0.2,Basic,3,August,3696
0.05,Basic,3,August,3444
0.71,Basic,3,August,4552.8
0.79,Basic,3,August,4687.2
0.33,Basic,3,August,3914.4
0.86,Basic,3,August,4804.8
0.6,Basic,3,August,4368
0.26,Basic,3,August,3796.8
0.25,Basic,3,August,3780
0.55,Basic,3,August,4284
1,Basic,3,August,5040
0.92,Basic,3,August,4905.6
0.97,Basic,3,August,4989.6
0.98,Basic,3,August,5006.4
0.13,Basic,3,August,3578.4
0.35,Basic,3,August,3948
0.63,Basic,3,August,4418.4
0.01,Basic,3,August,3376.8
0.65,Basic,3,August,4452
0.16,Basic,3,August,3628.8
0.52,Basic,3,August,4233.6
0.83,Basic,3,August,4754.4
0.62,Basic,3,August,4401.6
0.52,Basic,3,August,4233.6
0.73,Basic,3,August,4586.4
0.8,Basic,3,August,4704
0.9,Basic,3,August,4872
0.6,Basic,3,August,4368
0.27,Basic,3,August,3813.6
0.13,Basic,3,August,3578.4
0.52,Basic,3,August,4233.6
0.86,Basic,3,August,4804.8
0.65,Basic,3,August,4452
0.7,Basic,3,August,4536
0.5,Basic,3,August,4200
0.39,Basic,3,August,4015.2
0.2,Basic,1,September,2200
0.31,Basic,1,September,2310
0.73,Basic,1,September,2730
0.49,Basic,1,September,2490
0.96,Basic,1,September,2960
0.91,Basic,1,September,2910
0.33,Basic,1,September,2330
0.61,Basic,1,September,2610
0.88,Basic,1,September,2880
0.32,Basic,1,September,2320
0.79,Basic,1,September,2790
0.66,Basic,1,September,2660
0.44,Basic,1,September,2440
0.67,Basic,1,September,2670
0,Basic,1,September,2000
0.2,Basic,1,September,2200
0.73,Basic,1,September,2730
0.52,Basic,1,September,2520
0.36,Basic,1,September,2360
0.52,Basic,1,September,2520
0.18,Basic,1,September,2180
0.29,Basic,1,September,2290
0.62,Basic,1,September,2620
0.68,Basic,1,September,2680
0.92,Basic,1,September,2920
0.49,Basic,1,September,2490
0.85,Basic,1,September,2850
0.93,Basic,1,September,2930
0.37,Basic,1,September,2370
0.06,Basic,1,September,2060
0.59,Basic,1,September,2590
0.62,Basic,1,September,2620
0.29,Basic,1,September,2290
0.72,Basic,1,September,2720
0,Basic,1,September,2000
0.83,Basic,1,September,2830
0,Basic,1,September,2000
0,Basic,1,September,2000
0.23,Basic,1,September,2230
0.96,Basic,1,September,2960
0.19,Basic,1,September,2190
0.22,Basic,1,September,2220
0.96,Basic,1,September,2960
0.11,Basic,1,September,2110
0.05,Basic,1,September,2050
0.71,Basic,1,September,2710
0.22,Basic,1,September,2220
0.45,Basic,1,September,2450
0.84,Basic,1,September,2840
0.24,Basic,1,September,2240
0.26,Basic,2,September,2712
0.03,Basic,2,September,2436
0.21,Basic,2,September,2652
0.87,Basic,2,September,3444
0.92,Basic,2,September,3504
0.73,Basic,2,September,3276
0.06,Basic,2,September,2472
0.21,Basic,2,September,2652
0.58,Basic,2,September,3096
0.28,Basic,2,September,2736
0.13,Basic,2,September,2556
0.93,Basic,2,September,3516
0.31,Basic,2,September,2772
0.32,Basic,2,September,2784
0.86,Basic,2,September,3432
0.56,Basic,2,September,3072
0.83,Basic,2,September,3396
0.88,Basic,2,September,3456
0.82,Basic,2,September,3384
0.31,Basic,2,September,2772
0.27,Basic,2,September,2724
0,Basic,2,September,2400
0.89,Basic,2,September,3468
0.49,Basic,2,September,2988
0.22,Basic,2,September,2664
0.03,Basic,2,September,2436
1,Basic,2,September,3600
0.42,Basic,2,September,2904
0.64,Basic,2,September,3168
0.48,Basic,2,September,2976
0.56,Basic,2,September,3072
0.31,Basic,2,September,2772
0.36,Basic,2,September,2832
0.09,Basic,2,September,2508
0.91,Basic,2,September,3492
0.1,Basic,2,September,2520
0.74,Basic,2,September,3288
0.37,Basic,2,September,2844
0.42,Basic,2,September,2904
0.61,Basic,2,September,3132
0.66,Basic,2,September,3192
0.84,Basic,2,September,3408
0.01,Basic,2,September,2412
0.15,Basic,2,September,2580
0,Basic,2,September,2400
0.94,Basic,2,September,3528
0.03,Basic,2,September,2436
0.46,Basic,2,September,2952
0.24,Basic,2,September,2688
0.52,Basic,2,September,3024
0.03,Basic,3,September,2842
0.68,Basic,3,September,3752
0.04,Basic,3,September,2856
0.03,Basic,3,September,2842
0.95,Basic,3,September,4130
0.01,Basic,3,September,2814
0.29,Basic,3,September,3206
0.03,Basic,3,September,2842
0.24,Basic,3,September,3136
0.97,Basic,3,September,4158
0.07,Basic,3,September,2898
0.34,Basic,3,September,3276
0.36,Basic,3,September,3304
0.47,Basic,3,September,3458
0.06,Basic,3,September,2884
0.67,Basic,3,September,3738
0.04,Basic,3,September,2856
0.7,Basic,3,September,3780
0.21,Basic,3,September,3094
0.82,Basic,3,September,3948
0.69,Basic,3,September,3766
0.02,Basic,3,September,2828
0.77,Basic,3,September,3878
0.28,Basic,3,September,3192
0.2,Basic,3,September,3080
0.58,Basic,3,September,3612
0.37,Basic,3,September,3318
0.16,Basic,3,September,3024
0.66,Basic,3,September,3724
0.19,Basic,3,September,3066
0.91,Basic,3,September,4074
0.9,Basic,3,September,4060
0.34,Basic,3,September,3276
0.5,Basic,3,September,3500
0.04,Basic,3,September,2856
0.35,Basic,3,September,3290
0.91,Basic,3,September,4074
0.47,Basic,3,September,3458
0.29,Basic,3,September,3206
0.4,Basic,3,September,3360
0.51,Basic,3,September,3514
0.99,Basic,3,September,4186
0.31,Basic,3,September,3234
0.98,Basic,3,September,4172
1,Basic,3,September,4200
0.2,Basic,3,September,3080
0.65,Basic,3,September,3710
0.21,Basic,3,September,3094
0.14,Basic,3,September,2996
0.67,Basic,3,September,3738
0.16,Basic,1,October,2376
0.57,Basic,1,October,2827
0.91,Basic,1,October,3201
0.07,Basic,1,October,2277
0.53,Basic,1,October,2783
0.55,Basic,1,October,2805
0.14,Basic,1,October,2354
0.03,Basic,1,October,2233
0.86,Basic,1,October,3146
0.13,Basic,1,October,2343
0.12,Basic,1,October,2332
0.99,Basic,1,October,3289
0.45,Basic,1,October,2695
0.6,Basic,1,October,2860
0.17,Basic,1,October,2387
0.87,Basic,1,October,3157
0.35,Basic,1,October,2585
0.14,Basic,1,October,2354
0.01,Basic,1,October,2211
0.42,Basic,1,October,2662
0.53,Basic,1,October,2783
0.2,Basic,1,October,2420
0.1,Basic,1,October,2310
0.66,Basic,1,October,2926
0.11,Basic,1,October,2321
0.25,Basic,1,October,2475
0.56,Basic,1,October,2816
0.08,Basic,1,October,2288
0.99,Basic,1,October,3289
0.03,Basic,1,October,2233
0.31,Basic,1,October,2541
0.59,Basic,1,October,2849
0.84,Basic,1,October,3124
0.76,Basic,1,October,3036
0.87,Basic,1,October,3157
0.2,Basic,1,October,2420
0.74,Basic,1,October,3014
0.65,Basic,1,October,2915
0.57,Basic,1,October,2827
0.86,Basic,1,October,3146
0.88,Basic,1,October,3168
0.03,Basic,1,October,2233
0.77,Basic,1,October,3047
0.03,Basic,1,October,2233
0.34,Basic,1,October,2574
0.54,Basic,1,October,2794
0.13,Basic,1,October,2343
0.09,Basic,1,October,2299
0.36,Basic,1,October,2596
0.97,Basic,1,October,3267
0.87,Basic,2,October,3788.4
0.46,Basic,2,October,3247.2
0.19,Basic,2,October,2890.8
0.87,Basic,2,October,3788.4
0.35,Basic,2,October,3102
0.42,Basic,2,October,3194.4
0.1,Basic,2,October,2772
